Employee Code,Emp_Name,In_Log_Date,Log_Day,Punch_In_Time,Punch_Out_Time,Work Hours,Status,Total_Days,Working_Days
BBE465,DHINESHKUMAR,08-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,09-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,10-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,11-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,12-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,13-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,14-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,15-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,16-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,17-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,18-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,19-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,20-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,21-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,22-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,23-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,24-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,25-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,26-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,27-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,28-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,29-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,30-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE465,DHINESHKUMAR,31-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,01-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,02-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,03-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,04-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,05-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,06-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,07-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,08-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,09-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,10-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,11-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,12-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,13-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,14-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,15-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,16-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,17-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,18-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,19-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,20-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,21-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,22-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,23-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,24-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,25-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,26-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,27-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,28-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,29-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,30-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE467,VAITHILINGAM S,31-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,01-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,02-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,03-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,04-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,05-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,06-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,07-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,08-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,09-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,10-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,11-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,12-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,13-07-2026,Tuesday,09:00:00,18:00:00,9,0,31,31
BBE471,PAKAZHAVANKP,14-07-2026,Wednesday,09:00:00,18:00:00,9,0,31,31
BBE471,PAKAZHAVANKP,15-07-2026,Thursday,09:00:00,18:00:00,9,0,31,31
BBE471,PAKAZHAVANKP,16-07-2026,Friday,09:00:00,18:00:00,9,0,31,31
BBE471,PAKAZHAVANKP,17-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,18-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,19-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,20-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,21-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,22-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,23-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,24-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,25-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,26-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,27-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,28-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,29-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,30-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE471,PAKAZHAVANKP,31-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,01-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,02-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,03-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,04-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,05-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,06-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,07-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,08-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,09-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,10-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,11-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,12-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,13-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,14-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,15-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,16-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,17-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,18-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,19-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,20-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,21-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,22-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,23-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,24-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,25-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,26-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,27-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,28-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,29-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,30-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE472,GOKUL G,31-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,01-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,02-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,03-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,04-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,05-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,06-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,07-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,08-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,09-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,10-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,11-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,12-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,13-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,14-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,15-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,16-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,17-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,18-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,19-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,20-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,21-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,22-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,23-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,24-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,25-07-2026,Sunday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,26-07-2026,Monday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,27-07-2026,Tuesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,28-07-2026,Wednesday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,29-07-2026,Thursday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,30-07-2026,Friday,09:00:00,18:00:00,9,1,31,31
BBE474,CHARANYA MAHESH,31-07-2026,Saturday,09:00:00,18:00:00,9,1,31,31
